TOTAL_VALUE,LOT_SQFT,YR_BUILT,LIVING_AREA,FLOORS,ROOMS,BEDROOMS,FULL_BATH,HALF_BATH,KITCHEN,FIREPLACE,REMODEL
498,7932,1910,2234,2.5,9,6,2,1,1,1,Recent
391.2,3917,1925,1843,2,9,3,1,0,1,1,None
404.3,5500,1920,1624,2,7,4,1,1,1,0,None
355.2,3999,1960,1372,2,6,2,1,1,1,1,None
449.9,4931,1925,2129,2,8,4,2,1,1,1,None
353.4,4950,1925,1472,1,7,3,1,0,1,1,None
586.7,8690,1929,2043,2,7,4,2,1,1,1,Recent
315.2,5381,1923,1382,1,7,4,1,0,1,1,None
414.8,4097,1931,1425,2,7,3,2,0,1,1,None
381.3,4000,1910,1820,2,6,2,1,1,1,1,None
386.6,4715,1925,1622,2,7,3,2,0,1,0,None
599.3,10469,1950,2240,2,8,4,2,2,1,1,Recent
450.2,5032,1930,2583,2,9,4,1,1,1,1,None
490.1,6735,1915,2439,2,7,3,1,1,1,1,None
546,11385,1965,1991,1,7,2,1,2,1,2,None
425.8,7794,1925,2029,2,8,4,1,1,1,0,Recent
479,9965,1941,1361,2,6,3,1,1,1,1,None
390.8,7981,1957,1164,1,8,2,1,1,1,0,None
387.4,6030,1965,1915,1,5,3,1,0,1,1,None
382.2,5800,1940,1736,2,7,4,1,0,1,1,Old
344.8,5000,1930,1432,2,7,3,1,1,1,1,None
520.4,4940,1933,2362,2,8,5,2,1,1,1,Recent
468.8,10000,1919,2288,2,8,4,1,1,1,1,None
389.4,5600,1925,1541,1,8,4,1,1,1,1,None
500.3,7232,1920,2692,2,9,3,2,0,1,1,None
365.8,4793,1934,1444,2,7,3,1,1,1,1,Old
394.2,6154,1950,1440,2,6,3,1,1,1,1,None
356,6220,1956,1378,2,6,3,1,1,1,1,None
393.7,6032,1950,1516,2,7,3,1,1,1,1,Recent
479.9,4750,1910,1684,2,7,4,1,1,1,0,None
511.7,7500,1965,2148,1,8,3,3,1,1,1,None
413.4,5218,1930,1591,1.5,5,4,2,0,1,1,None
354.8,4519,1940,1440,2,7,3,1,1,1,1,None
415.1,4044,1960,1421,2,7,3,1,1,1,1,None
323,5045,1934,1233,1.5,5,2,1,0,1,0,None
438.1,5200,1925,1218,1,6,3,1,1,1,1,Recent
669.5,13850,1910,3470,2,11,5,2,1,1,1,None
354.9,6032,1910,1554,1,7,3,1,1,1,1,None
346.7,6589,1960,1440,1,5,3,1,0,1,1,None
338.2,4000,1900,1392,2,6,3,2,0,1,0,None
374,4550,1956,1459,2,6,3,1,1,1,1,None
472.9,5000,1925,1578,2,7,4,1,1,1,0,None
516.9,8121,1930,2001,2,8,4,1,1,1,1,Recent
384.3,4196,1920,1593,1.5,5,2,1,1,1,0,None
393.1,4400,1925,1676,1.5,7,3,2,0,1,0,Old
344.9,4380,1930,1300,2,6,3,1,1,1,1,None
624.2,12818,1875,2551,2,11,3,2,1,1,2,None
400.5,4717,1930,1495,2,8,4,1,1,1,1,None
439.2,5625,1930,2085,2,7,4,1,1,1,0,None
378.7,8600,1926,1242,2,7,3,1,0,1,1,None
767.5,13036,1912,3464,2,8,4,3,1,1,2,Recent
380.9,5175,1962,1508,1.5,9,3,2,0,1,1,None
373.5,5800,1925,1549,2,7,3,1,0,1,1,None
402.8,5000,1925,1371,2,7,3,1,1,1,0,None
574.9,11545,1965,1991,1,7,3,2,1,1,2,Recent
389.8,6160,1960,1690,2,6,3,1,1,1,1,None
342.5,4855,1935,1428,2,6,3,1,1,1,0,None
396.7,5055,1930,1704,2,7,4,1,1,1,1,None
662.2,11280,1910,2536,2,7,3,1,2,1,1,Recent
330.8,5532,1947,1300,2,6,3,1,1,1,1,None
328.8,4400,1925,1142,1,5,2,1,0,1,0,None
384.2,5122,1955,1530,2,6,4,1,1,1,1,Old
371.7,5209,1930,1400,1,7,3,1,0,1,1,None
404.4,8250,1910,1874,2,10,4,1,1,1,0,None
388.3,5000,1935,1700,2,8,4,1,0,1,1,None
368,4340,1943,1393,1.5,8,2,1,1,1,1,None
405.7,5884,1950,1472,2,7,4,1,1,1,1,None
424.2,5046,1935,1760,2,9,4,1,0,1,1,None
366.3,4743,1940,1465,2,7,3,1,1,1,1,None
713,15646,1920,2656,2.5,10,5,3,0,1,1,None
430.8,8312,1920,1470,2,7,3,1,1,1,1,None
364.9,5000,1925,1389,2,7,4,1,1,1,0,None
548.5,8424,1965,1988,1,6,3,1,1,1,2,None
359.6,6000,1925,1264,1,7,3,1,0,1,1,Recent
397.8,4713,1930,1404,2,6,3,1,0,1,1,Recent
466.3,9748,1940,1380,2,6,3,1,1,1,1,Recent
351.4,4500,1930,1355,1.5,5,2,1,0,1,0,None
454.6,6297,1925,1591,1.5,8,4,2,0,1,1,Recent
405.8,4610,1925,2002,1.5,6,3,1,0,1,1,None
334.5,4402,1955,1248,2,6,3,1,1,1,1,Recent
368.4,5175,1962,1354,1.5,8,4,2,0,1,1,None
359.1,5850,1954,1378,2,6,3,1,1,1,1,None
378.6,4716,1950,1615,1.5,6,3,2,1,1,1,Recent
464.8,5524,1940,2136,2,7,3,2,0,1,0,None
372.3,6575,1967,1884,1,5,3,1,1,1,1,None
267.495,2892,1920,1950,2,10,3,1,1,1,1,None
353.2,4309,1931,1464,2,6,3,1,1,1,1,None
541.7,10800,1900,1702,2,8,4,1,1,1,0,Recent
356.7,5000,1920,1413,2,8,4,1,1,1,0,Old
395.5,4873,1954,1500,1.5,7,3,1,1,1,2,None
484.5,8474,1940,1558,2,7,3,1,1,1,1,None
394.2,5050,1940,1666,2,7,3,1,1,1,1,None
412,4849,1890,2129,2,8,4,2,1,1,0,None
438.9,5800,1926,1902,2,7,3,1,1,1,1,None
356.9,5400,1910,1096,1,5,3,1,1,1,1,None
432.3,10769,1940,1377,2,6,3,1,1,1,1,None
386,7417,1915,1387,1.5,6,3,1,1,1,1,None
386.9,6632,1967,1274,2,6,3,1,1,1,1,None
416.2,4440,1935,1832,2,8,4,2,0,1,0,None
495.2,8767,1920,1846,2,8,3,1,1,1,1,Recent
426.3,7190,1936,1626,2,8,3,2,1,1,1,None
402.9,5856,1935,1908,2,7,2,2,0,1,1,None
370.8,5363,1932,1687,2,7,3,1,1,1,1,None
347.5,4124,1940,1231,2,7,3,1,1,1,1,None
449.8,4645,1920,1709,2,9,3,2,1,1,0,None
433.1,5280,1920,2022,2,7,4,1,1,1,0,None
612.6,6150,2001,2726,2,10,4,2,2,1,1,None
348.4,5200,1956,1378,2,6,3,1,1,1,1,None
314.2,4728,1939,1352,2,6,3,1,1,1,0,None
274.7,4800,1925,902,1,4,2,1,0,1,0,None
363.3,8500,1924,1064,1,6,2,1,0,1,0,None
416,7242,1930,1446,2,7,3,1,1,1,1,Recent
319.7,6546,1930,1310,1,4,2,1,0,1,1,None
423.4,4450,1940,1558,2,7,3,1,0,1,1,None
513.7,9323,1925,1924,2,9,4,1,1,1,1,None
318.3,3300,1940,1260,2,6,3,1,1,1,1,None
473.4,9449,1965,1855,1,8,4,1,1,1,1,Recent
331.1,4080,1890,1528,2,6,3,1,0,1,0,None
444.7,8250,1920,1446,2,8,3,1,1,1,1,None
606.1,12029,1940,2874,2,8,4,1,1,1,1,None
530.7,8403,1920,1974,2,10,4,2,1,1,1,None
308.8,4324,1925,1400,1,7,3,1,0,1,0,None
364.6,4133,1950,1460,2,6,3,1,1,1,1,Old
543.4,7425,1915,1760,2,7,3,1,2,1,1,None
405.5,4750,1901,1790,2,10,4,1,1,1,1,None
359.9,5000,1960,1550,1.5,6,2,1,1,1,1,None
393.8,6526,1965,1148,1,7,3,1,1,1,1,None
514.9,10800,1900,2133,2,7,3,1,1,1,0,None
267.3,4000,1925,936,1,5,2,1,0,1,0,None
400.8,6670,1965,1489,1.5,6,3,1,1,1,1,Recent
393.9,4281,1940,1454,1.5,9,3,2,0,1,1,None
413.7,5210,1930,1504,2,7,3,1,1,1,1,Old
362.6,6340,1925,1051,1,5,2,1,0,1,1,None
422.2,4661,1931,1536,2,7,3,1,1,1,1,None
361,5500,1958,1075,1,9,4,2,0,1,1,None
484.7,12375,1940,1494,2,6,3,1,1,1,1,Recent
425.4,6803,1930,1610,2,6,3,1,1,1,1,None
447,3600,1950,1508,2,6,3,1,1,1,1,Recent
545.9,11041,1963,1920,1,7,3,2,0,1,2,None
322,5400,1949,792,1,4,2,1,0,1,1,None
487.1,8455,1902,3026,2.5,9,4,1,0,1,1,Old
372.3,4597,1929,1248,2,6,3,1,0,1,1,Recent
348.2,4349,1920,1124,2,8,3,1,1,1,1,None
360.1,4556,1950,1364,2,7,3,1,1,1,1,None
621.8,9092,1945,2961,2,9,3,2,1,1,2,None
630.7,8355,1970,2854,2,10,4,2,2,1,2,None
712.5,13340,1920,3771,2,12,6,2,0,1,1,None
268.5,4000,1931,912,1,5,2,1,0,1,0,None
377.9,9471,1970,1326,2,6,3,1,1,1,1,Old
466,5000,1912,1945,2,7,3,1,1,1,1,None
632.6,8520,1915,2469,2,12,6,2,1,1,1,Recent
395.6,6382,1955,1584,1.5,7,4,2,0,1,1,None
474.8,6670,1937,1650,2,6,3,1,1,1,1,None
351.1,4050,1925,1423,1.5,6,2,1,0,1,0,None
324.9,3635,1956,1075,1,6,3,1,0,1,1,None
381.8,5500,1920,1800,2,6,3,1,0,1,0,None
430.8,7091,1965,2171,1,6,3,1,0,1,1,None
469.3,14029,1940,1350,2,6,3,1,1,1,0,None
399.4,5500,1920,1938,2,8,4,1,1,1,0,Old
387.3,4500,1952,1238,1.5,7,3,2,0,1,1,None
490.1,9000,1939,2285,2,11,4,1,1,1,1,Old
376.1,6247,1930,1383,1,7,3,1,0,1,1,None
382.1,5232,1938,1396,2,6,3,1,1,1,1,None
473.6,6860,1915,1652,2,6,3,1,1,1,1,None
485.5,6252,1930,1615,2,9,3,1,1,1,1,Recent
338.5,3525,1940,960,1,5,2,1,0,1,0,None
301.5,4225,1958,1026,1,5,3,1,0,1,1,None
361.7,4000,1925,1613,1,6,3,1,0,1,0,None
511.7,13593,1940,1476,2,7,3,1,1,1,1,Recent
384.7,6075,1920,1527,2,8,4,1,1,1,0,None
365.4,3365,1956,1075,1,8,3,2,0,1,1,None
330.1,3842,1937,1194,2,6,2,1,0,1,1,None
772.1,8400,1919,3496,2,12,8,3,1,1,2,Recent
559,8400,1910,2691,2,10,5,1,1,1,1,None
339.2,3080,1935,1260,2,6,3,1,1,1,1,None
475,5000,1930,2040,2,7,4,1,1,1,1,Recent
625.9,10848,1960,2671,1,7,3,3,0,1,2,None
617.3,7650,1920,2088,2,8,4,1,1,1,1,None
332.6,5122,1951,792,1,5,2,1,0,1,1,None
340.656,4620,1958,1442,1.5,6,3,2,0,1,1,Recent
473.5,4594,1930,1894,2,6,3,2,0,1,1,None
447.1,3525,1940,1632,1.5,6,3,2,0,1,1,Recent
384,7492,1967,1581,2,7,4,1,1,1,1,None
331.1,4500,1952,952,1,4,2,1,1,1,0,None
639.6,8849,1885,2686,2,10,6,3,0,1,1,Recent
335.4,5000,1950,1252,1,6,2,1,0,1,1,Old
526,8240,1915,2974,2,8,5,2,2,1,1,Old
432.3,6665,1938,2012,2,7,3,1,1,1,1,None
484.7,6761,1940,1664,2,8,3,2,1,1,1,None
428.8,6250,1910,1885,2,9,5,1,0,1,1,None
321.9,4613,1958,1553,1,7,3,1,1,1,1,None
321.6,4232,1950,1056,1,5,2,1,0,1,1,None
385.5,4692,1932,1352,2,7,3,1,1,1,1,Old
405.1,7753,1970,1726,2,8,4,1,1,1,1,None
360.5,5407,1912,1750,2,7,4,1,0,1,0,None
445.9,5000,1915,1537,2,7,3,1,1,1,0,None
564.9,5500,1930,2352,2,8,4,1,2,1,1,None
432.5,4992,1956,1834,1,5,3,1,0,1,1,Recent
381.3,6075,1890,1468,2,8,4,1,1,1,2,Old
348.8,4620,1958,1442,1.5,6,3,2,0,1,0,None
356,3430,1940,1612,2,7,4,1,1,1,1,None
734.5,6699,1935,2663,2,9,4,2,1,1,0,Recent
387,7808,1939,1380,2,7,3,1,1,1,1,Old
355.5,6407,1925,1152,2,6,3,1,0,1,1,None
546.6,8400,1895,2190,2,7,4,1,1,1,1,Old
309.1,5625,1950,1000,1,5,2,1,0,1,1,None
449.7,9506,1920,2130,2,10,5,1,0,1,1,None
332.8,5000,1953,1145,1,6,3,2,0,1,1,None
408.3,7000,1925,1518,2,7,3,1,1,1,1,None
292.4,4265,1925,950,1,5,2,1,0,1,1,None
351.6,6345,1941,1128,2,6,3,1,0,1,1,None
588.6,8547,1920,2514,2,9,5,2,1,1,1,Recent
490.6,4362,1955,1847,1.5,7,4,2,0,1,1,Recent
367.1,3371,1939,1523,2,9,3,1,1,1,1,Recent
401.3,6075,1940,1400,2,6,3,1,1,1,1,None
369.7,7404,1968,1132,1,7,3,1,1,1,1,None
463.4,6555,1965,1718,2,8,4,2,0,1,1,Recent
403.9,3430,1940,1612,2,7,3,1,0,1,1,None
383.5,5500,1913,1706,2,7,4,1,0,1,0,Recent
395.2,5000,1912,1608,2,7,3,1,1,1,1,Recent
450.1,5400,1931,2013,2,7,4,2,1,1,1,Old
424.8,6500,1920,1777,1,6,3,1,1,1,1,None
399.2,5137,1920,2002,2,8,4,2,1,1,1,Old
377.9,5000,1936,1804,2,8,3,1,1,1,1,None
351.9,6278,1965,1260,1,6,2,1,1,1,1,None
279.3,4111,1958,1053,1,5,1,1,0,1,1,None
394.6,7000,1925,1344,2,6,3,1,0,1,1,None
475.1,20181,1900,2179,2,7,3,1,0,1,0,None
478.5,5000,1953,1980,2,8,4,2,0,1,1,Recent
382.5,4500,1924,1776,2,8,3,1,1,1,1,None
428.2,3430,1938,1882,2,7,4,2,0,1,1,None
1217.8,46411,1940,4037,2,8,5,3,1,1,3,None
390.1,6800,1952,1242,1,8,3,1,1,1,1,Recent
553.9,12600,1915,2309,2,9,6,1,0,1,1,None
413,7316,1908,1948,1,7,4,1,1,1,1,None
390.8,6250,1910,1947,2,7,3,1,1,1,0,None
389.2,5064,1925,1459,2,6,3,1,1,1,1,None
394.9,5443,1928,1540,2,6,3,1,0,1,1,None
430.6,6894,1965,2187,1,11,3,2,0,2,2,None
463.7,6057,1967,1581,2,7,4,1,1,1,1,None
411.6,6620,1940,1405,2,8,3,1,1,1,2,None
593.7,4926,1940,2846,2.5,10,5,2,1,1,1,None
520.9,8297,1880,2344,2,7,4,1,0,1,1,None
353.3,6297,1940,1291,2,7,3,2,0,1,1,None
386,4725,1941,1312,2,7,3,1,0,1,1,None
445.8,7803,1928,1952,2,7,3,1,1,1,1,None
627,6250,2007,2845,2.5,7,4,3,1,1,1,None
632.9,9973,1937,2160,2,9,3,2,1,1,1,Old
330.1,4200,1955,998,1,5,2,1,0,1,1,None
575.8,6238,1939,3078,2,8,3,2,1,1,0,Old
421.5,6641,1935,1538,2,7,3,1,1,1,1,Recent
353.1,4995,1931,1277,1,6,3,1,0,1,0,None
358.2,6500,1925,1624,1,7,3,1,0,1,1,None
447.6,11000,1923,1584,2,7,3,1,2,1,1,None
511.7,7190,1938,1688,1.5,11,4,2,0,1,1,None
695.6,5805,1987,3667,2.5,10,5,3,0,1,1,None
378.2,5359,1959,1484,2,6,3,1,1,1,1,None
399.1,5476,1940,1712,2,6,3,1,0,1,1,None
506.5,6613,1930,2063,2,8,4,3,0,1,1,None
501.1,6844,1965,2296,1,6,3,1,1,1,1,Old
423.2,6675,1968,1519,2,7,3,1,1,1,1,None
284.1,4322,1940,1042,1,6,3,1,0,1,1,None
577.5,13580,1880,3249,2.5,8,5,2,1,1,3,None
742.4,12600,1884,3298,2,11,7,2,1,1,2,Recent
506.9,6198,1935,1688,2,7,3,2,0,1,1,None
376.7,7159,1952,1114,1,7,3,1,1,1,1,Recent
336.8,5775,1930,1152,2,5,3,1,0,1,1,None
429.6,3975,1930,1884,2,7,3,1,1,1,1,Recent
393.6,6015,1920,1694,2,7,4,1,1,1,1,None
759.6,13300,1910,3682,2,10,4,2,1,1,1,None
447.5,5000,1925,1877,2,8,3,2,0,1,0,None
355.6,4916,1960,1380,2,7,3,1,1,1,1,None
483,7516,1901,2768,2,11,4,1,1,1,2,Recent
515.6,5500,1920,2912,2.5,9,5,1,1,1,1,None
251,6742,1925,1238,1,7,4,1,0,1,0,None
482.7,6250,1904,2045,2.5,8,4,2,1,1,0,Recent
481.1,5834,1930,2016,2,9,5,2,0,1,1,Recent
468,5510,1933,1594,2,6,3,2,1,1,1,Recent
351.7,5242,1959,1485,2,6,3,1,1,1,1,None
390.8,5781,1910,1607,2,7,3,1,0,1,1,None
431.5,7588,1930,1734,2,6,3,1,1,1,1,None
515.8,7254,1938,1871,2,8,3,1,1,1,1,None
472.8,5134,1925,1807,2,8,4,2,0,1,1,None
562.9,7033,1975,2300,2,8,4,2,1,1,2,None
433,5949,1954,1944,1,7,2,2,0,1,2,None
631.6,9966,1929,2344,2,9,3,1,1,1,1,None
340,6800,1968,1198,1,7,4,2,0,1,1,None
529.4,6783,1930,1728,2,7,3,1,1,1,1,None
372.7,5500,1926,1544,2,7,3,1,0,1,1,None
347.7,4842,1930,1303,2,6,2,1,0,1,1,None
360.7,5775,1940,1354,2,7,3,1,1,1,1,None
458.5,5299,1940,1813,2,8,5,1,1,1,1,None
445.9,5500,1920,2110,2,9,4,1,2,1,1,None
378,6650,1950,1075,1,6,3,1,0,1,1,None
446,5500,1910,2108,2,8,4,1,1,1,0,None
587,8400,1880,3209,2,12,4,1,1,1,1,None
483.7,9840,1949,2106,1.5,7,4,2,0,1,2,None
481,7373,1951,1761,1.5,6,4,2,0,1,1,None
368.3,5221,1957,1828,2,7,3,1,1,1,1,None
390.4,3277,1965,1325,2,6,3,1,1,1,1,None
627.8,7063,1940,3063,2,9,5,2,1,1,1,Recent
697,6322,1886,2851,2.5,9,5,2,2,1,3,Recent
453.9,6942,1930,2025,2,6,2,2,1,1,1,Recent
613.8,8025,1920,2884,2,8,3,2,1,1,1,Recent
340.3,6000,1950,888,1,5,2,1,0,1,1,None
435.9,6647,1960,1880,2,9,4,1,1,1,0,None
590.3,7500,1920,2331,2,8,3,2,1,1,1,Recent
376.2,6097,1926,1756,2,8,4,1,1,1,1,None
512.3,13654,1930,1939,2,8,3,1,1,1,1,Old
506.7,7037,1920,2829,2,9,5,1,1,1,0,Recent
390.9,6800,1968,1961,1,8,4,1,1,1,2,None
345,3224,1963,1274,2,6,3,1,1,1,1,None
428,5500,1926,1599,2,8,4,2,0,1,1,Old
307.9,5099,1925,862,1,5,2,1,0,1,0,None
455.2,6250,1930,2678,2,9,4,2,0,1,1,None
388,7218,1950,1395,2,7,3,1,1,1,1,None
430.4,6013,1934,2007,2,7,4,1,1,1,1,None
791.6,7629,1890,3521,2,12,6,4,1,1,2,Recent
341.8,3810,1927,1248,2,6,3,1,0,1,1,None
498.6,12241,1940,1470,2,7,4,1,1,1,1,None
372.9,5202,1925,1516,2,8,4,1,1,1,1,None
512.6,8400,1884,2645,2,12,4,2,1,1,0,None
441.4,5388,1965,1643,2,7,4,2,1,1,2,None
409.5,5397,1965,1530,2,6,3,1,1,1,2,Recent
381.6,5500,1920,1598,2,7,4,1,1,1,0,None
351.1,4640,1956,1378,2,7,3,1,0,1,1,None
419.2,5590,1910,2151,2,8,3,1,1,1,1,None
405.1,6050,1935,1698,2,9,4,1,1,1,1,Recent
635.9,8468,1929,3183,2,8,4,2,2,1,1,None
363.1,6464,1950,925,1,6,3,1,1,1,1,None
549.4,6566,1938,2674,2,9,5,2,2,1,1,None
509.5,6888,1920,2473,2,10,6,2,1,1,1,Old
459.7,6250,1990,1740,2,10,4,1,2,1,1,None
375.2,5500,1930,1600,2,7,2,2,0,1,1,None
371.8,6528,1937,1247,1,6,2,1,0,1,0,None
483.4,6645,1968,2329,1,9,3,2,0,1,1,Recent
371.6,5775,1940,1298,2,6,3,1,0,1,1,None
301.4,3808,1925,1248,2,6,3,1,0,1,0,None
643.1,12600,1880,3040,2,10,6,1,1,1,0,None
588,6876,1931,2527,2.5,7,3,2,1,1,1,Old
571.3,7981,1886,2480,2,11,6,2,1,1,1,None
351.6,6296,1946,1224,1.5,7,3,1,1,1,1,None
434.3,7089,1950,1488,1.5,9,3,2,0,1,0,Recent
554.3,8434,1934,2080,2,8,3,1,1,1,1,None
375.9,5830,1930,1440,2,6,3,1,1,1,1,None
452,5500,1915,2627,2,8,4,1,0,1,1,None
637.5,9775,1960,3184,2,7,3,2,1,1,2,None
408.4,7218,1950,1400,2,7,3,1,1,1,0,None
428,4675,1929,1778,2,7,3,1,0,1,1,None
403.2,6079,1940,1664,2,7,3,1,1,1,1,Recent
425.3,6912,1955,1606,2,7,3,2,1,1,1,None
519.8,6145,1948,1774,1.5,8,3,1,1,1,1,Recent
669.9,8207,2011,2843,2,8,4,2,2,1,1,None
389.1,6483,1938,1562,2,7,3,1,1,1,1,None
406.8,5795,1961,1844,2,7,4,1,1,1,2,None
453.4,7571,1925,1950,2,7,3,2,0,1,1,Recent
370.1,6100,1965,1590,2,7,4,1,1,1,1,None
475.7,5800,1890,2184,2,11,4,2,1,1,0,None
362.4,4317,1920,1440,2,7,3,1,0,1,1,Old
322.1,4400,1910,1365,1,5,2,1,0,1,0,None
415.7,5775,1940,1650,2,8,3,1,1,1,1,None
312.5,5742,1950,1558,1.5,6,4,1,1,1,0,None
621.1,11198,1925,2921,2,10,4,2,1,1,2,Recent
445.4,5908,1930,1889,2,8,4,1,1,1,1,Old
448.1,8290,1925,1792,2,7,3,1,1,1,1,None
371.1,5500,1940,1070,1.5,6,3,1,0,1,1,None
386.2,6116,1938,1530,2,7,3,1,1,1,1,None
494.4,6954,1925,2138,2.5,11,6,2,1,1,1,None
412.4,6968,1935,1894,2,8,3,1,0,1,1,None
475.5,5065,1950,1696,2,8,4,1,1,1,1,None
602.2,12600,1890,2457,2,9,6,1,1,1,0,Old
426,7218,1950,1456,1,6,3,1,1,1,1,Recent
383.1,6180,1941,1500,2,6,3,1,1,1,1,None
507.1,6942,1920,2913,2,7,4,1,1,1,1,Recent
649.2,12526,1927,2365,2,8,4,2,1,1,1,None
447.1,7759,1955,2145,1.5,8,4,2,1,1,0,Old
466.4,7970,1925,2345,2,10,4,2,0,1,0,None
307.2,4400,1959,1123,1,6,3,1,0,1,1,None
371.9,6145,1949,1306,1.5,7,4,2,0,1,1,None
532.1,6424,1935,2438,2.5,8,4,2,1,1,1,Recent
546.5,8250,1915,2468,2,9,3,1,1,1,1,None
385.7,6152,1930,1544,2,7,3,1,0,1,1,None
477.3,6694,1935,2265,2,8,4,1,1,1,1,None
461.2,6171,1945,1588,2,7,3,1,1,1,1,Recent
408.2,6300,1965,1608,2,7,3,1,1,1,1,Recent
331,3702,1920,1620,2,7,3,1,1,1,0,None
392.8,6390,1950,1627,2,8,4,1,1,1,1,None
331.9,6381,1950,1125,1,5,2,1,0,1,1,None
541.7,9885,1947,2295,1.5,6,3,2,1,1,1,None
395.7,4673,1930,1350,2,6,3,1,0,1,1,Recent
390.6,6978,1925,1598,2,7,4,1,1,1,0,None
420.2,7036,1929,1793,2,9,4,1,1,1,0,None
404.7,6250,1930,1802,2,7,3,1,0,1,0,Recent
366.2,5403,1920,1352,2,6,3,1,0,1,1,None
424.9,6448,1920,1452,2,7,3,1,1,1,1,Recent
311.3,4500,1958,1123,1,6,3,1,0,1,1,None
332.6,7681,1948,1033,1,5,2,1,0,1,0,None
408.8,7218,1940,1428,1.5,6,2,1,1,1,1,Recent
382.7,5198,1920,1627,2,8,4,1,1,1,1,None
666.4,12137,1915,3462,2.5,11,6,2,0,1,1,Recent
426.4,9236,1930,1680,2,7,4,1,1,1,1,None
314.1,6000,1950,672,1,5,2,1,0,1,1,None
419.5,6145,1930,1592,2,7,4,1,1,1,2,None
394.2,6420,1935,1816,2,7,3,1,1,1,1,None
258.1,6308,1946,1011,1,5,2,1,0,1,1,None
385.8,4502,1946,1568,2,7,3,1,1,1,1,None
405,6193,1938,1650,2,7,3,1,0,1,1,None
465.4,6378,1938,1600,2,9,3,1,1,1,1,Old
409.3,6145,1955,1822,1.5,6,3,2,0,1,0,None
373.6,6074,1950,1224,2,6,3,1,1,1,1,None
457.4,6250,1935,1914,1.5,6,3,2,0,1,1,Recent
437.1,5835,1940,1680,2,6,2,1,1,1,1,None
557.7,8040,1945,1602,1,9,3,1,1,1,1,None
393,11189,1950,910,1,5,2,1,1,1,1,None
434.1,8378,1920,1869,2,8,4,1,1,1,1,Old
437.1,8388,1930,1736,2,7,3,1,1,1,1,None
455.4,7286,1935,1560,2,8,3,2,0,1,1,None
377,7486,1960,1064,1,5,2,1,0,1,1,None
512.4,6992,1920,1981,2,8,4,1,1,1,1,Recent
410.8,4600,1961,1560,2,6,3,1,1,1,2,None
363,4292,1951,1488,1.5,6,3,1,1,1,1,None
464,8250,1920,2160,2,10,4,1,1,1,0,None
735.4,20467,1965,3261,2,9,4,2,1,1,1,Old
407.5,6179,1925,1920,2,8,4,1,0,1,1,None
339,4344,1930,1248,2,6,3,1,1,1,1,None
335.9,4074,1933,1186,2,6,3,1,1,1,0,None
393.2,5750,1916,1780,2,8,4,1,1,1,0,None
594.3,10788,1930,2491,2,8,3,3,0,1,1,None
355.1,6000,1940,1344,2,6,3,1,0,1,1,None
374.3,6145,1942,1224,1.5,5,2,1,1,1,1,None
380.8,6242,1920,1420,1.5,7,4,1,1,1,1,None
352,2700,1929,1476,2,6,4,1,1,1,1,None
381.4,5236,1945,1862,2,6,2,1,1,1,1,None
377.3,6145,1950,1142,1,6,3,2,0,1,0,None
415.4,4317,1909,1789,2,8,4,1,1,1,0,None
496.2,5000,1928,1848,2,7,3,1,1,1,1,None
499.3,6623,1950,1998,1.5,8,3,2,1,1,2,None
393.7,6333,1938,1632,2,6,3,1,1,1,1,None
335.7,4850,1932,1218,1,6,2,1,0,1,1,Old
376,6987,1925,1543,2,7,3,1,0,1,1,Recent
379.9,5254,1950,1306,1.5,7,4,1,1,1,1,None
454.1,6597,1938,1616,2,7,3,1,1,1,1,None
328.5,6898,1950,912,1,6,1,1,0,1,1,None
339.9,7291,1950,1142,1,6,3,1,0,1,1,None
478.4,5631,1940,1740,1.5,7,3,2,1,1,1,Recent
399.8,5000,1915,1723,2,6,3,1,0,1,0,Recent
377.5,5000,1920,1992,1,7,3,1,0,1,1,None
327.2,4600,1961,1176,2,6,3,1,1,1,1,None
511.8,7115,1957,1955,1,7,3,3,0,1,1,Recent
352.8,5390,1934,1680,2,6,3,1,0,1,0,None
342.1,6157,1950,1064,1,5,3,1,1,1,1,Old
439.3,6290,1935,1500,2,9,4,2,0,1,1,None
380.4,9194,1955,1200,1,6,3,1,1,1,1,None
344.6,6748,1950,1414,1.5,6,2,1,1,1,2,None
382.6,6145,1935,1290,2,6,3,1,1,1,1,None
424.7,5000,1928,1625,1,6,3,2,1,1,1,None
407,6287,1925,1968,2,8,4,2,0,1,1,None
386.2,4182,1910,1651,2,7,6,1,1,1,0,Recent
527.9,6317,1936,2466,2,10,3,2,0,1,3,None
654.7,7096,2001,2464,2,11,4,2,2,1,0,Recent
440.9,4085,1910,1428,2,7,3,2,1,1,0,Old
475.7,6743,1930,1716,2,7,3,1,1,1,1,None
484.4,8480,1930,1438,2,7,3,1,0,1,1,Recent
461.9,7703,1935,1608,2,7,3,1,0,1,1,None
341.6,6992,1930,1232,2,7,3,2,0,1,1,None
350.4,4600,1962,1288,2,7,3,1,1,1,1,None
344.6,7141,1950,1064,1,5,2,1,0,1,0,None
470,6812,1995,1904,2,7,3,2,1,1,1,None
399.1,5000,1930,1576,2,6,3,1,1,1,0,None
471.9,5000,1914,2232,2,9,6,1,0,1,1,None
381,8143,1959,1340,1,6,3,1,1,1,1,None
376.8,4578,1972,1378,2,6,3,1,1,1,2,None
